ok_2010_94_CQTA_PANATLANTICA  _6271_2
ok_2017_19330_CQTA_TRIUNFO PART  _72325_2
ok_2017_19348_CQTA_ITAUUNIBANCO  _71343_2
ok_2017_19437_CQTA_AGCONCESSOES  _73012_2
ok_2017_19445_CQTA_COPASA        _71739_2
ok_2017_19453_CQTA_ECORODOVIAS   _71875_2
ok_2017_19550_CQTA_NATURA        _72264_2
ok_2017_19569_CQTA_GOL           _72037_2
ok_2017_19615_CQTA_GRENDENE      _71706_2
ok_2017_19623_CQTA_DASA          _72354_2
ok_2017_19658_CQTA_POMIFRUTAS    _72749_2
ok_2017_19739_CQTA_LOCALIZA      _72263_2
ok_2017_19763_CQTA_ENERGIAS BR   _72147_2
ok_2017_19836_CQTA_COSAN         _72672_2
ok_2017_19879_CQTA_LIGHT SA     _72794_2
ok_2017_19909_CQTA_BR MALLS PAR  _72384_2
ok_2017_19925_CQTA_BR PROPERT    _71365_2
ok_2017_19992_CQTA_TOTVS         _71390_2
ok_2017_20010_CQTA_EQUATORIAL    _72120_2
ok_2017_20028_CQTA_VALID         _72181_2
ok_2017_20060_CQTA_LUPATECH      _72566_2
ok_2017_20087_CQTA_EMBRAER       _72078_2
ok_2017_20125_CQTA_ODONTOPREV    _71871_2
ok_2017_20184_CQTA_CCX CARVAO    _73218_2
ok_2017_20257_CQTA_TAESA         _74904_2
ok_2017_20320_CQTA_CEMIG GT      _72886_2
ok_2017_20338_CQTA_M.DIASBRANCO  _71993_2
ok_2017_20346_CQTA_PROFARMA      _72563_2
ok_2017_20354_CQTA_TERRA SANTA   _72780_2
ok_2017_20362_CQTA_POSITIVO TEC  _72280_2
ok_2017_20370_CQTA_LOPES BRASIL  _72462_2
ok_2017_20435_CQTA_TECNISA       _72541_2
ok_2017_20451_CQTA_RNI           _72315_2
ok_2017_20478_CQTA_PDG REALT     _73029_2
ok_2017_20494_CQTA_IGUATEMI      _71825_2
ok_2017_20524_CQTA_EVEN          _72684_2
ok_2017_20532_CQTA_SANTANDER BR  _76554_2
ok_2017_20540_CQTA_CPFL RENOVAV  _72561_2
ok_2017_20567_CQTA_PINE          _73011_2
ok_2017_20575_CQTA_JBS           _72874_2
ok_2017_20605_CQTA_JHSF PART     _73325_2
ok_2017_20613_CQTA_METALFRIO     _71978_2
ok_2017_20630_CQTA_CR2           _72613_2
ok_2017_20702_CQTA_VIVER         _72849_2
ok_2017_20710_CQTA_LOG-IN        _72318_2
ok_2017_20745_CQTA_SLC AGRICOLA  _72071_2
ok_2017_20770_CQTA_EZTEC         _72336_2
ok_2017_20788_CQTA_MARFRIG       _72771_2
ok_2017_20800_CQTA_TEGMA         _72444_2
ok_2017_20877_CQTA_HELBOR        _72862_2
ok_2017_20885_CQTA_INDUSVAL      _72750_2
ok_2017_20915_CQTA_MRV           _72097_2
ok_2017_20931_CQTA_MINERVA       _71995_2
ok_2017_20958_CQTA_ABC BRASIL    _72916_2
ok_2017_20966_CQTA_SPRINGS       _74979_2
ok_2017_20982_CQTA_MULTIPLAN     _71883_2
ok_2017_20990_CQTA_B2W DIGITAL   _72061_2
ok_2017_21008_CQTA_GENERALSHOPP  _71660_2
ok_2017_21016_CQTA_ESTACIO PART  _72335_2
ok_2017_21032_CQTA_ALGAR TELEC   _71741_2
ok_2017_21040_CQTA_CYRE COM-CCP  _71428_2
ok_2017_21091_CQTA_DURATEX       _71345_2
ok_2017_21121_CQTA_SUL AMERICA   _71823_2
ok_2017_21130_CQTA_TRISUL        _72378_2
ok_2017_21148_CQTA_TENDA         _72100_2
ok_2017_21156_CQTA_J.MACEDO      _72624_2
ok_2017_21180_CQTA_BR BROKERS    _72876_2
ok_2017_21199_CQTA_BANCO PAN     _72980_2
ok_2017_21237_CQTA_ENEVA         _72277_2
ok_2017_21300_CQTA_ALIANSCE      _72187_2
ok_2017_21334_CQTA_NUTRIPLANT    _73036_2
ok_2017_21342_CQTA_OSX BRASIL    _73027_2
ok_2017_21350_CQTA_DIRECIONAL    _72682_2
ok_2017_21393_CQTA_CELGPAR       _73334_2
ok_2017_21431_CQTA_HYPERA        _71748_2
ok_2017_21440_CQTA_LE LIS BLANC  _72879_2
ok_2017_21490_CQTA_ALUPAR        _72116_2
ok_2017_21555_CQTA_UNIDAS        _72689_2
ok_2017_21610_CQTA_B3            _71915_2
ok_2017_21636_CQTA_RENOVA        _72995_2
ok_2017_21717_CQTA_TARPON INV    _71492_2
ok_2017_21725_CQTA_ADVANCED-DH   _72981_2
ok_2017_21733_CQTA_CIELO         _71962_2
ok_2017_21881_CQTA_FLEURY        _71948_2
ok_2017_21903_CQTA_ECON          _71882_2
ok_2017_22020_CQTA_JSL           _72958_2
ok_2017_22055_CQTA_LOJAS MARISA  _72103_2
ok_2017_22187_CQTA_PETRORIO      _72337_2
ok_2017_22217_CQTA_ALPER S.A.    _72545_2
ok_2017_22349_CQTA_AREZZO CO     _72053_2
ok_2017_22357_CQTA_SIERRABRASIL  _72215_2
ok_2017_22365_CQTA_ENAUTA PART   _72077_2
ok_2017_22454_CQTA_TIME FOR FUN  _73260_2
ok_2017_22470_CQTA_MAGAZ LUIZA   _71708_2
ok_2017_22497_CQTA_QUALICORP     _72310_2
ok_2017_22500_CQTA_BR PHARMA     _73024_2
ok_2017_22519_CQTA_TECHNOS       _72784_2
ok_2017_22551_CQTA_SOMOS EDUCA   _71650_2
ok_2017_22594_CQTA_STATKRAFT     _72259_2
ok_2017_22616_CQTA_BTGP BANCO    _79924_2
ok_2017_22691_CQTA_LOCAMERICA    _72888_2
ok_2017_22780_CQTA_UNICASA       _72316_2
ok_2017_22799_CQTA_SINQIA        _71890_2
ok_2017_22942_CQTA_MGI PARTICIP  _72718_2
ok_2017_23035_CQTA_LINX          _71603_2
ok_2017_23159_CQTA_BBSEGURIDADE  _71564_2
ok_2017_23175_CQTA_IGUA SA       _72182_2
ok_2017_23221_CQTA_SER EDUCA     _72567_2
ok_2017_23248_CQTA_ANIMA         _72485_2
ok_2017_23264_CQTA_AMBEV SA     _76265_2
ok_2017_23272_CQTA_LOG COM PROP  _79752_2
ok_2017_23280_CQTA_OURO VERDE    _72170_2
ok_2017_23302_CQTA_QUALITY SOFT  _73341_2
ok_2017_23310_CQTA_CVC BRASIL    _71407_2
ok_2017_23426_CQTA_OMEGA GER     _73470_2
erro_2017_23434_CQTA_LIBRA T RIO   _<class 'selenium.common.exceptions.WebDriverException'>
ok_2017_23485_CQTA_COSAN LOG     _72680_2
ok_2017_23493_CQTA_DOMMO         _72777_2
ok_2017_23507_CQTA_OUROFINO SA  _72021_2
ok_2017_23574_CQTA_IMC SA       _72693_2
ok_2017_23590_CQTA_WIZ S.A.      _71869_2
ok_2017_23710_CQTA_BR HOME       _73289_2
ok_2017_23817_CQTA_BRQ           _71643_2
ok_2017_23825_CQTA_MOVIDA        _72472_2
ok_2017_23965_CQTA_CINESYSTEM    _72407_2
ok_2017_24058_CQTA_ALLIAR        _72864_2
ok_2017_24090_CQTA_IHPARDINI     _72560_2
ok_2017_24112_CQTA_AZUL          _72141_2
ok_2017_24171_CQTA_CARREFOUR BR  _71848_2
ok_2017_24180_CQTA_IRBBRASIL RE  _71429_2
ok_2017_24201_CQTA_STARA         _72705_2
ok_2017_24236_CQTA_PRINER        _73032_2
ok_2017_24252_CQTA_SMILES        _71844_2
ok_2017_24260_CQTA_SMART FIT     _75645_2
ok_2017_24295_CQTA_PETROBRAS BR  _72366_2
ok_2017_24317_CQTA_BK BRASIL     _72233_2
ok_2017_24350_CQTA_FLEX SA_73007_2
ok_2017_24384_CQTA_INTERMEDICA   _73450_2
ok_2017_24392_CQTA_HAPVIDA       _73468_2
ok_2017_24406_CQTA_BANCO INTER   _73622_2
ok_2017_24546_CQTA_PRATICA       _73671_2
ok_2017_24660_CQTA_BBMLOGISTICA  _78985_2
ok_2017_80020_CQTA_GP INVEST     _72679_2
ok_2017_80047_CQTA_WILSON SONS   _72381_2
ok_2017_80063_CQTA_PATAGONIA     _72854_2
ok_2017_80179_CQTA_BIOTOSCANA    _72420_2
ok_2018_94_CQTA_PANATLANTICA  _80963_2
ok_2018_701_CQTA_BAHEMA        _81625_2
ok_2018_906_CQTA_BRADESCO      _81094_2
ok_2018_1023_CQTA_BRASIL        _81425_2
ok_2018_1155_CQTA_BANESTES      _82904_2
ok_2018_1210_CQTA_BANRISUL      _81291_2
ok_2018_1325_CQTA_MERC BRASIL   _81842_2
ok_2018_1384_CQTA_ALFA INVEST   _81251_2
ok_2018_1520_CQTA_BARDELLA      _81923_2
ok_2018_1562_CQTA_BAUMER        _81732_2
ok_2018_2100_CQTA_CAMBUCI       _81250_2
ok_2018_2429_CQTA_CELUL IRANI   _80996_2
ok_2018_2437_CQTA_ELETROBRAS    _81620_2
ok_2018_2453_CQTA_CEMIG         _81934_2
ok_2018_2461_CQTA_CELESC        _82258_2
ok_2018_3069_CQTA_FERBASA       _81108_2
ok_2018_3077_CQTA_CEDRO         _81850_2
ok_2018_3115_CQTA_SEG AL BAHIA  _80916_2
ok_2018_3158_CQTA_COTEMINAS     _82175_2
ok_2018_3190_CQTA_REDE ENERGIA  _81390_2
ok_2018_3204_CQTA_CEEE-GT       _81541_2
ok_2018_3298_CQTA_HABITASUL     _81631_2
ok_2018_3395_CQTA_IND CATAGUAS  _81782_2
ok_2018_3654_CQTA_MELHOR SP     _81490_2
ok_2018_3980_CQTA_GERDAU        _80788_2
ok_2018_4030_CQTA_SID NACIONAL  _80783_2
ok_2018_4081_CQTA_SANTANENSE    _82066_2
ok_2018_4146_CQTA_KARSTEN       _81678_2
ok_2018_4170_CQTA_VALE          _82269_2
ok_2018_4537_CQTA_GRAZZIOTIN    _81274_2
ok_2018_4669_CQTA_GUARARAPES    _81554_2
ok_2018_4707_CQTA_ALFA CONSORC  _81242_2
ok_2018_4723_CQTA_CONST A LIND  _81280_2
ok_2018_4820_CQTA_BRASKEM       _81173_2
ok_2018_4863_CQTA_COR RIBEIRO   _81340_2
ok_2018_5207_CQTA_DOHLER        _81474_2
ok_2018_5258_CQTA_RAIADROGASIL  _80909_2
ok_2018_5312_CQTA_MUNDIAL       _81884_2
ok_2018_5380_CQTA_ACO ALTONA    _81737_2
ok_2018_5410_CQTA_WEG           _82128_2
ok_2018_5762_CQTA_ETERNIT       _81487_2
ok_2018_5770_CQTA_EUCATEX       _81614_2
ok_2018_6173_CQTA_FORJA TAURUS  _81738_2
ok_2018_6211_CQTA_FRAS-LE       _81285_2
ok_2018_6343_CQTA_TUPY          _81206_2
ok_2018_6505_CQTA_VIAVAREJO     _80761_2
ok_2018_6700_CQTA_HOTEIS OTHON  _81839_2
ok_2018_6815_CQTA_IGB SA       _82089_2
ok_2018_7510_CQTA_INDS ROMI     _80623_2
ok_2018_7544_CQTA_TEX RENAUX    _81642_2
ok_2018_7617_CQTA_ITAUSA        _80732_2
ok_2018_7870_CQTA_KEPLER WEBER  _81359_2
ok_2018_8087_CQTA_LOJAS AMERIC  _81383_2
ok_2018_8133_CQTA_LOJAS RENNER  _80521_2
ok_2018_8192_CQTA_TREVISA       _81545_2
ok_2018_8397_CQTA_MANGELS INDL  _80953_2
ok_2018_8427_CQTA_ESTRELA       _81910_2
ok_2018_8451_CQTA_MARCOPOLO     _80876_2
ok_2018_8575_CQTA_METAL LEVE    _81272_2
ok_2018_8656_CQTA_GERDAU MET    _80789_2
ok_2018_8672_CQTA_JEREISSATI    _81229_2
ok_2018_8753_CQTA_METISA        _81338_2
ok_2018_8893_CQTA_MONT ARANHA   _81982_2
ok_2018_9040_CQTA_NADIR FIGUEI  _81099_2
ok_2018_9067_CQTA_SUZANO HOLD   _81360_2
ok_2018_9342_CQTA_DIMED         _81551_2
ok_2018_9393_CQTA_PARANAPANEMA  _80651_2
ok_2018_9512_CQTA_PETROBRAS     _80929_2
ok_2018_10456_CQTA_ALPARGATAS    _80705_2
ok_2018_10472_CQTA_SARAIVA LIVR  _81722_2
ok_2018_10880_CQTA_SONDOTECNICA  _81543_2
ok_2018_11070_CQTA_WLM IND COM   _81692_2
ok_2018_11207_CQTA_TECNOSOLO     _81921_2
ok_2018_11223_CQTA_TEKA          _81588_2
ok_2018_11231_CQTA_TEKNO         _81632_2
ok_2018_11312_CQTA_OI            _81560_2
ok_2018_11592_CQTA_UNIPAR        _81222_2
ok_2018_11762_CQTA_VULCABRAS     _81117_2
ok_2018_11932_CQTA_IOCHP-MAXION  _81112_2
ok_2018_11991_CQTA_WETZEL SA    _81471_2
ok_2018_12190_CQTA_BOMBRIL       _81555_2
erro_2018_12530_CQTA_ITAUTEC       _<class 'selenium.common.exceptions.WebDriverException'>
ok_2018_12572_CQTA_RECRUSUL      _81419_2
ok_2018_12653_CQTA_KLABIN SA    _80497_2
ok_2018_12696_CQTA_SANSUY        _82211_2
ok_2018_12823_CQTA_ALIPERTI      _81815_2
ok_2018_13285_CQTA_JOSAPAR       _81431_2
ok_2018_13366_CQTA_HAGA SA      _81420_2
ok_2018_13471_CQTA_PLASCAR PART  _81630_2
ok_2018_13765_CQTA_MINUPAR       _81817_2
ok_2018_13773_CQTA_PORTOBELLO    _80728_2
ok_2018_13781_CQTA_SAO CARLOS    _81120_2
ok_2018_13986_CQTA_SUZANO S.A.   _80820_2
ok_2018_14109_CQTA_RANDON PART   _81334_2
ok_2018_14133_CQTA_TECTOY        _81538_2
ok_2018_14311_CQTA_COPEL         _81731_2
ok_2018_14320_CQTA_USIMINAS      _80692_2
ok_2018_14346_CQTA_WHIRLPOOL     _81519_2
ok_2018_14451_CQTA_CEB           _81898_2
ok_2018_14460_CQTA_CYRELA REALT  _81580_2
ok_2018_14664_CQTA_SCHULZ        _81565_2
ok_2018_14761_CQTA_CIA HERING    _80981_2
ok_2018_14826_CQTA_P.ACUCAR-CBD  _81550_2
ok_2018_15091_CQTA_LITEL         _81886_2
ok_2018_15253_CQTA_ENERGISA      _81388_2
ok_2018_15423_CQTA_ATOMPAR       _82446_2
ok_2018_15458_CQTA_BATTISTELLA   _81652_2
ok_2018_15539_CQTA_NEOENERGIA    _82332_2
ok_2018_16101_CQTA_GAFISA        _82002_2
ok_2018_16292_CQTA_BRF SA        _80959_2
ok_2018_16306_CQTA_ROSSI RESID   _81617_2
ok_2018_16497_CQTA_ENCORPAR      _82174_2
ok_2018_16632_CQTA_GPC PART      _81753_2
ok_2018_16659_CQTA_PORTO SEGURO  _80428_2
ok_2018_16993_CQTA_EMAE          _81422_2
ok_2018_17329_CQTA_ENGIE BRASIL  _80753_2
ok_2018_17450_CQTA_RUMO S.A.     _80645_2
ok_2018_17639_CQTA_TIM PART SA  _80759_2
ok_2018_17671_CQTA_TELEF BRASIL  _80760_2
ok_2018_17892_CQTA_SANTOS BRP    _80819_2
ok_2018_17914_CQTA_MMX MINER     _81602_2
ok_2018_17973_CQTA_KROTON        _81846_2
ok_2018_18287_CQTA_CIBRASEC      _81184_2
ok_2018_18368_CQTA_GER PARANAP   _81134_2
ok_2018_18376_CQTA_TRAN PAULIST  _80990_2
ok_2018_18414_CQTA_IDEIASNET     _81457_2
ok_2018_18465_CQTA_ULTRAPAR      _80786_2
ok_2018_18660_CQTA_CPFL ENERGIA  _81697_2
ok_2018_18708_CQTA_PAR AL BAHIA  _81424_2
ok_2018_18724_CQTA_BRADESPAR     _81696_2
ok_2018_18775_CQTA_INVEPAR       _81714_2
ok_2018_18821_CQTA_CCR SA        _81414_2
ok_2018_18953_CQTA_CPFL GERACAO  _81699_2
erro_2018_18970_CQTA_AES TIETE E   _<class 'selenium.common.exceptions.NoSuchElementException'>
ok_2018_19062_CQTA_AGPART        _82171_2
ok_2018_19100_CQTA_LIQ           _81136_2
ok_2018_19305_CQTA_BIOMM         _81626_2
ok_2018_19348_CQTA_ITAUUNIBANCO  _80757_2
ok_2018_19445_CQTA_COPASA        _80985_2
ok_2018_19453_CQTA_ECORODOVIAS   _81212_2
ok_2018_19550_CQTA_NATURA        _80968_2
ok_2018_19569_CQTA_GOL           _80954_2
ok_2018_19615_CQTA_GRENDENE      _80667_2
ok_2018_19623_CQTA_DASA          _81214_2
ok_2018_19658_CQTA_POMIFRUTAS    _81892_2
ok_2018_19739_CQTA_LOCALIZA      _80824_2
ok_2018_19763_CQTA_ENERGIAS BR   _81087_2
ok_2018_19836_CQTA_COSAN         _80687_2
ok_2018_19879_CQTA_LIGHT SA     _81727_2
ok_2018_19909_CQTA_BR MALLS PAR  _81862_2
ok_2018_19925_CQTA_BR PROPERT    _80509_2
ok_2018_19992_CQTA_TOTVS         _80641_2
ok_2018_20010_CQTA_EQUATORIAL    _82190_2
ok_2018_20028_CQTA_VALID         _81211_2
ok_2018_20060_CQTA_LUPATECH      _81939_2
ok_2018_20087_CQTA_EMBRAER       _81183_2
ok_2018_20125_CQTA_ODONTOPREV    _80897_2
ok_2018_20184_CQTA_CCX CARVAO    _81954_2
ok_2018_20257_CQTA_TAESA         _82172_2
ok_2018_20320_CQTA_CEMIG GT      _81972_2
ok_2018_20338_CQTA_M.DIASBRANCO  _81151_2
ok_2018_20346_CQTA_PROFARMA      _81412_2
erro_2018_20354_CQTA_TERRA SANTA   _<class 'selenium.common.exceptions.WebDriverException'>
ok_2018_20362_CQTA_POSITIVO TEC  _81611_2
ok_2018_20370_CQTA_LOPES BRASIL  _81378_2
ok_2018_20435_CQTA_TECNISA       _81415_2
ok_2018_20451_CQTA_RNI           _81209_2
ok_2018_20478_CQTA_PDG REALT     _81992_2
ok_2018_20494_CQTA_IGUATEMI      _80907_2
ok_2018_20524_CQTA_EVEN          _81685_2
ok_2018_20532_CQTA_SANTANDER BR  _80957_2
ok_2018_20540_CQTA_CPFL RENOVAV  _81491_2
ok_2018_20567_CQTA_PINE          _81852_2
ok_2018_20575_CQTA_JBS           _81726_2
ok_2018_20605_CQTA_JHSF PART     _80817_2
ok_2018_20613_CQTA_METALFRIO     _81230_2
ok_2018_20630_CQTA_CR2           _81518_2
ok_2018_20702_CQTA_VIVER         _81624_2
ok_2018_20710_CQTA_LOG-IN        _81427_2
ok_2018_20745_CQTA_SLC AGRICOLA  _81179_2
ok_2018_20770_CQTA_EZTEC         _81445_2
ok_2018_20788_CQTA_MARFRIG       _80935_2
ok_2018_20800_CQTA_TEGMA         _81305_2
ok_2018_20877_CQTA_HELBOR        _81750_2
erro_2018_20885_CQTA_INDUSVAL      _<class 'selenium.common.exceptions.NoSuchElementException'>
erro_2018_20915_CQTA_MRV           _<class 'selenium.common.exceptions.NoSuchElementException'>
erro_2018_20931_CQTA_MINERVA       _<class 'selenium.common.exceptions.NoSuchElementException'>
erro_2018_20958_CQTA_ABC BRASIL    _<class 'selenium.common.exceptions.NoSuchElementException'>
erro_2018_20966_CQTA_SPRINGS       _<class 'selenium.common.exceptions.NoSuchElementException'>
erro_2018_20982_CQTA_MULTIPLAN     _<class 'selenium.common.exceptions.NoSuchElementException'>
erro_2018_20990_CQTA_B2W DIGITAL   _<class 'selenium.common.exceptions.NoSuchElementException'>
erro_2018_21008_CQTA_GENERALSHOPP  _<class 'selenium.common.exceptions.NoSuchElementException'>
erro_2018_21016_CQTA_ESTACIO PART  _<class 'selenium.common.exceptions.NoSuchElementException'>
ok_2018_21032_CQTA_ALGAR TELEC   _81202_2
ok_2018_21040_CQTA_CYRE COM-CCP  _80674_2
ok_2018_21091_CQTA_DURATEX       _80649_2
ok_2018_21121_CQTA_SUL AMERICA   _80894_2
ok_2018_21130_CQTA_TRISUL        _81131_2
ok_2018_21148_CQTA_TENDA         _81135_2
ok_2018_21156_CQTA_J.MACEDO      _81537_2
ok_2018_21180_CQTA_BR BROKERS    _81559_2
ok_2018_21199_CQTA_BANCO PAN     _81865_2
ok_2018_21237_CQTA_ENEVA         _81381_2
ok_2018_21300_CQTA_ALIANSCE      _80906_2
ok_2018_21334_CQTA_NUTRIPLANT    _81996_2
ok_2018_21342_CQTA_OSX BRASIL    _81553_2
ok_2018_21350_CQTA_DIRECIONAL    _81114_2
ok_2018_21393_CQTA_CELGPAR       _82337_2
ok_2018_21431_CQTA_HYPERA        _80822_2
ok_2018_21440_CQTA_LE LIS BLANC  _81734_2
ok_2018_21490_CQTA_ALUPAR        _81920_2
ok_2018_21555_CQTA_UNIDAS        _80881_2
ok_2018_21610_CQTA_B3            _80815_2
ok_2018_21636_CQTA_RENOVA        _81618_2
ok_2018_21717_CQTA_TARPON INV    _81146_2
ok_2018_21725_CQTA_ADVANCED-DH   _81946_2
ok_2018_21733_CQTA_CIELO         _80339_2
ok_2018_21881_CQTA_FLEURY        _82260_2
ok_2018_21903_CQTA_ECON          _81216_2
ok_2018_22020_CQTA_JSL           _81121_2
ok_2018_22055_CQTA_LOJAS MARISA  _81220_2
ok_2018_22187_CQTA_PETRORIO      _81123_2
ok_2018_22217_CQTA_ALPER S.A.    _81540_2
ok_2018_22349_CQTA_AREZZO CO     _80780_2
ok_2018_22357_CQTA_SIERRABRASIL  _82088_2
ok_2018_22365_CQTA_ENAUTA PART   _81283_2
ok_2018_22454_CQTA_TIME FOR FUN  _81006_2
ok_2018_22470_CQTA_MAGAZ LUIZA   _80863_2
ok_2018_22497_CQTA_QUALICORP     _81472_2
ok_2018_22500_CQTA_BR PHARMA     _81880_2
ok_2018_22519_CQTA_TECHNOS       _81849_2
ok_2018_22551_CQTA_SOMOS EDUCA   _81743_2
ok_2018_22594_CQTA_STATKRAFT     _81166_2
ok_2018_22616_CQTA_BTGP BANCO    _81896_2
ok_2018_22691_CQTA_LOCAMERICA    _82288_2
ok_2018_22780_CQTA_UNICASA       _81231_2
ok_2018_22799_CQTA_SINQIA        _80934_2
ok_2018_22942_CQTA_MGI PARTICIP  _81595_2
ok_2018_23035_CQTA_LINX          _80730_2
ok_2018_23159_CQTA_BBSEGURIDADE  _80591_2
ok_2018_23175_CQTA_IGUA SA       _82234_2
ok_2018_23221_CQTA_SER EDUCA     _81621_2
ok_2018_23248_CQTA_ANIMA         _81393_2
ok_2018_23264_CQTA_AMBEV SA     _80947_2
ok_2018_23272_CQTA_LOG COM PROP  _80590_2
ok_2018_23302_CQTA_QUALITY SOFT  _81639_2
ok_2018_23310_CQTA_CVC BRASIL    _80879_2
ok_2018_23426_CQTA_OMEGA GER     _81418_2
ok_2018_23485_CQTA_COSAN LOG     _80646_2
ok_2018_23493_CQTA_DOMMO         _81694_2
ok_2018_23507_CQTA_OUROFINO SA  _80892_2
ok_2018_23574_CQTA_IMC SA       _81735_2
ok_2018_23590_CQTA_WIZ S.A.      _80898_2
ok_2018_23612_CQTA_MAESTROLOC    _81705_2
ok_2018_23710_CQTA_BR HOME       _81447_2
ok_2018_23817_CQTA_BRQ           _80661_2
ok_2018_23825_CQTA_MOVIDA        _81989_2
ok_2018_23965_CQTA_CINESYSTEM    _81429_2
ok_2018_24058_CQTA_ALLIAR        _81317_2
ok_2018_24090_CQTA_IHPARDINI     _81254_2
ok_2018_24112_CQTA_AZUL          _81237_2
ok_2018_24171_CQTA_CARREFOUR BR  _80891_2
ok_2018_24180_CQTA_IRBBRASIL RE  _81090_2
ok_2018_24201_CQTA_STARA         _81467_2
ok_2018_24236_CQTA_PRINER        _81860_2
ok_2018_24252_CQTA_SMILES        _80679_2
ok_2018_24260_CQTA_SMART FIT     _81919_2
ok_2018_24279_CQTA_INTER SA      _80785_2
ok_2018_24295_CQTA_PETROBRAS BR  _80878_2
ok_2018_24317_CQTA_BK BRASIL     _81056_2
ok_2018_24350_CQTA_FLEX SA_81912_2
ok_2018_24384_CQTA_INTERMEDICA   _80873_2
ok_2018_24392_CQTA_HAPVIDA       _81182_2
ok_2018_24406_CQTA_BANCO INTER   _81119_2
ok_2018_24546_CQTA_PRATICA       _82230_2
ok_2018_24660_CQTA_BBMLOGISTICA  _81760_2
ok_2018_24694_CQTA_CENTAURO      _80696_2
ok_2018_80020_CQTA_GP INVEST     _81724_2
ok_2018_80047_CQTA_WILSON SONS   _81204_2
ok_2018_80063_CQTA_PATAGONIA     _81819_2
ok_2018_80179_CQTA_BIOTOSCANA    _81411_2
ok_2010_906_CQTA_BRADESCO      _10193_2
ok_2010_9989_CQTA_PET MANGUINH  _9576_2
ok_2010_19763_CQTA_ENERGIAS BR   _5393_2
ok_2011_94_CQTA_PANATLANTICA  _15155_2
ok_2011_8893_CQTA_MONT ARANHA   _18141_2
ok_2011_11223_CQTA_TEKA          _16513_2
ok_2011_20540_CQTA_CPFL RENOVAV_14734_2
ok_2011_20630_CQTA_CR2           _15565_2
ok_2012_3980_CQTA_GERDAU        _24388_2
ok_2012_4030_CQTA_SID NACIONAL  _25741_2
ok_2012_4081_CQTA_SANTANENSE_25036_2
ok_2012_4146_CQTA_KARSTEN       _25839_2
ok_2012_4170_CQTA_VALE          _24952_2
ok_2012_4537_CQTA_GRAZZIOTIN    _24749_2
ok_2012_4669_CQTA_GUARARAPES    _24898_2
ok_2012_15369_CQTA_FER C ATLANT  _25162_2
ok_2012_18465_CQTA_ULTRAPAR      _24368_2
ok_2012_19569_CQTA_GOL           _25431_2
ok_2013_2437_CQTA_ELETROBRAS    _36071_2
ok_2013_17973_CQTA_KROTON        _35262_2
ok_2013_20540_CQTA_CPFL RENOVAV  _35519_2
ok_2014_1155_CQTA_BANESTES      _45417_2
ok_2014_3298_CQTA_HABITASUL     _45491_2
ok_2014_23590_CQTA_WIZ S.A.      _47048_2
ok_2014_23817_CQTA_BRQ           _52855_2
ok_2016_10456_CQTA_ALPARGATAS    _63433_2
ok_2016_23175_CQTA_IGUA SA       _68585_2
ok_2017_15253_CQTA_ENERGISA      _72278_2
ok_2017_18287_CQTA_CIBRASEC      _72057_2
ok_2017_23434_CQTA_LIBRA T RIO   _73344_2
ok_2018_12530_CQTA_ITAUTEC       _80597_2
ok_2018_18970_CQTA_AES TIETE E   _80910_2
ok_2018_20354_CQTA_TERRA SANTA   _81417_2
ok_2018_20885_CQTA_INDUSVAL      _81879_2
ok_2018_20915_CQTA_MRV           _80989_2
ok_2018_20931_CQTA_MINERVA       _81143_2
ok_2018_20958_CQTA_ABC BRASIL    _81746_2
ok_2018_20966_CQTA_SPRINGS       _82067_2
ok_2018_20982_CQTA_MULTIPLAN     _80812_2
ok_2018_20990_CQTA_B2W DIGITAL   _81382_2
ok_2018_21008_CQTA_GENERALSHOPP  _81909_2
ok_2018_21016_CQTA_ESTACIO PART  _81225_2
