;3.01;3.01.01;3.01.01.01;3.01.01.02;3.01.02;3.01.02.01;3.01.02.02;3.01.03;3.01.03.01;3.01.03.02;3.01.03.03;3.01.04;3.01.04.01;3.01.04.02;3.01.04.03;3.01.05;3.01.06;3.01.07;3.01.08;3.01.09;3.01.10;3.01.11;3.01.12;3.01.13;3.01.14;3.01.15;3.01.16;3.01.17;3.02;3.02.01;3.02.01.01;3.02.01.02;3.02.01.03;3.02.02;3.02.02.01;3.02.02.02;3.02.02.03;3.02.03;3.02.03.01;3.02.03.02;3.02.03.03;3.02.04;3.02.04.01;3.02.04.02;3.02.04.03;3.02.05;3.02.06;3.02.07;3.02.08;3.02.09;3.02.10;3.02.11;3.02.12;3.02.13;3.02.14;3.02.15;3.02.16;3.02.17;3.03;3.04;3.04.01;3.04.01.01;3.04.01.02;3.04.01.03;3.04.01.04;3.04.01.05;3.04.01.06;3.04.01.07;3.04.01.08;3.04.01.09;3.04.01.10;3.04.01.11;3.04.01.12;3.04.01.13;3.04.01.14;3.04.01.15;3.04.01.16;3.04.01.17;3.04.01.18;3.04.01.20;3.04.02;3.04.02.01;3.04.02.02;3.04.02.03;3.04.02.04;3.04.02.05;3.04.02.06;3.04.02.07;3.04.02.08;3.04.02.09;3.04.02.10;3.04.02.11;3.04.02.12;3.04.02.13;3.04.02.14;3.04.02.15;3.04.02.16;3.04.02.17;3.04.02.18;3.04.02.19;3.04.02.20;3.04.03;3.04.03.01;3.04.03.02;3.04.03.03;3.04.03.04;3.04.03.05;3.04.03.06;3.04.04;3.04.04.01;3.04.04.02;3.04.04.03;3.04.04.04;3.04.04.05;3.04.04.06;3.04.04.07;3.04.04.08;3.04.04.09;3.04.04.10;3.04.04.11;3.04.04.12;3.04.04.13;3.04.04.14;3.04.04.20;3.04.05;3.04.05.01;3.04.05.02;3.04.05.03;3.04.05.04;3.04.05.05;3.04.05.06;3.04.05.07;3.04.05.08;3.04.05.09;3.04.05.10;3.04.05.11;3.04.05.12;3.04.05.13;3.04.05.14;3.04.05.20;3.04.06;3.04.06.01;3.04.06.02;3.04.06.03;3.04.06.04;3.04.06.05;3.04.06.06;3.04.06.07;3.04.07;3.04.07.01;3.04.08;3.05;3.05.01;3.05.02;3.05.03;3.05.04;3.05.05;3.05.06;3.06;3.06.01;3.06.01.01;3.06.01.02;3.06.01.03;3.06.01.04;3.06.01.05;3.06.01.06;3.06.01.07;3.06.01.08;3.06.01.09;3.06.02;3.06.02.01;3.06.02.02;3.06.02.03;3.06.02.04;3.06.02.05;3.06.02.06;3.06.02.07;3.06.02.08;3.06.02.09;3.06.02.10;3.06.02.11;3.07;3.08;3.08.01;3.08.01.01;3.08.02;3.09;3.09.01;3.09.02;3.10;3.10.01;3.10.01.01;3.10.01.02;3.10.01.03;3.10.01.04;3.10.01.20;3.10.02;3.10.02.01;3.10.02.02;3.10.02.03;3.11;3.11.01;3.11.02;3.12;3.12.01;3.12.02;3.13;3.13.01;3.13.02;3.99;3.99.01;3.99.01.01;3.99.01.02;3.99.01.03;3.99.01.04;3.99.02;3.99.02.01;3.99.02.02;3.99.02.03;3.99.02.04;ano;cvm;empresa_descr
valores;3.718.972;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.812.368;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;906.604;-456.376;-271.507;;;;;;;;;;;;;;;;;;;;-147.405;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.265;;;;;;;;;;;;;;;;-65.729;;;;;;;;;;;;;;;;;;;;;;;;;;;450.228;;;;;;;13.767;166.484;;;;;;;;;;-152.717;;;;;;;;;;;;463.995;-112.629;-134.167;;21.538;351.366;;;;;;;;;;;;;;351.366;249.493;101.873;;;;;;;;;1,04000;1,04000;;;;1,04000;1,04000;;;2010;14109;RANDON PART
valores;50.178;;;;;;;;;;;;;;;;;;;;;;;;;;;;-38.082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.096;-17.155;-8.569;-3.722;-2.345;-422;-255;-395;-1.058;-372;;;;;;;;;;;;;-12.099;-7.249;-942;-1.952;-791;0;-1.165;;;;;;;;;;;;;;;;;;;;;;3.905;-79;1.073;83;1.690;412;726;;;;;;;;;;-551;;;;;;;;;;;;;;;;159;;;;;;;;;;;-5.059;;;;;;;-649;5.351;;;;;;;;;;-6.000;;;;;;;;;;;;-5.708;3.416;;;3.416;-2.292;;;;;;;;;;;;;;-2.292;-2.288;-4;;;;;;;;;;;;;;;;;;2010;14133;TECTOY
valores;1.425.290;1.125.790;;;251.083;;;1.914;;;;1.763;;;;44.740;;;;;;;;;;;;;-448.285;-420.010;;;;-2.514;;;;;;;;-25.761;;;;;;;;;;;;;;;;;977.005;-616.591;256.331;;;;;;;;;;;;;;;;;;;;-375.348;;;;;;;;;;;;;;;;;;;;;-309.572;;;;;;;-71.101;;;;;;;;;;;;;;;;60.962;;;;;;;;;;;;;;;;-192.045;;;;;;;;14.182;;;360.414;;;;;;;-98.230;-135.204;;;;;;;;;;36.974;;;;;;;;;;;;262.184;;;;;262.184;263.142;-958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010;14206;BRB BANCO
valores;6.901.113;2.213.403;;;1.288.001;;;2.272.421;;;;663.534;;;;97.882;237.272;128.600;;;;;;;;;;;-4.976.143;-1.972.275;;;;-592.741;;;;-634.277;;;;-97.528;;;;-75.533;-22.975;-144.648;-245.232;-511.491;-662.887;-16.556;;;;;;;1.924.970;-892.663;-62.466;-5.805;-666;-977;-33.557;-53;-26.424;5.016;;;;;;;;;;;;;-353.626;-171.432;-26.027;-7.614;-72.117;-27.618;-48.818;;;;;;;;;;;;;;;-44.571;;;;;;;8.597;;;;;;;;;;;;;;;;-539.934;-334.238;-2.114;-3.830;-199.752;;;;;;;;;;;;99.337;;;;;;;;;;;1.032.307;;;;;;;348.425;652.231;;;;;;;;;;-303.806;;;;;;;;;;;;1.380.732;-370.451;-497.968;;127.517;1.010.281;;;;;;;;;;;;;;1.010.281;987.807;22.474;;;;;;;;;;;;;;;;;;2010;14311;COPEL
valores;12.962.395;;;;;;;;;;;;;;;;;;;;;;;;;;;;-10.431.539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.530.856;-392.508;-374.254;;;;;;;;;;;;;;;;;;;;-527.222;;;;;;;;;;;;;;;;;;;;;;;;;;;;172.515;;;;;;;;;;;;;;;;100.568;;;;;;;;;;;;;;;;235.885;;;;;;;;;;;2.138.348;;;;;;;13.227;;;;;;;;;;;;;;;;;;;;;;;2.151.575;-567.925;;;;1.583.650;;;;;;;;;;;;;;1.583.650;1.571.840;11.810;;;;;;;;;1,52000;1,67000;;;;1,52000;1,67000;;;2010;14320;USIMINAS
valores;7.384.996;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5.549.034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.835.962;-1.073.829;-425.765;;;;;;;;;;;;;;;;;;;;-297.591;-271.174;-26.417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-350.473;;;;;;;;;;;;;;;;;;;;;;;;;;;762.133;;;;;;;432;411.478;;;;;;;;;;-411.046;;;;;;;;;;;;762.565;-125.368;-157.261;;31.893;637.197;;;;;;;;;;;;;;637.197;620.332;16.865;;;;;;;;;;;;;;;;;;2010;14346;WHIRLPOOL
valores;9.231.027;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5.194.548;-3.113.467;;;;-2.081.081;;;;;;;;;;;;;;;;;;;;;;;;;4.036.479;-1.364.316;-712.946;;;;;;;;;;;;;;;;;;;;-653.200;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.456;44.336;-4.880;;;;;;;;;;;;;;-37.626;-16.385;-60;-20.875;0;-306;;;;;;;;;;;;;;;;;;;;;;2.672.163;;;;;;;-379.407;344.083;343.914;169;;;;;;;;-723.490;-789.467;65.977;;;;;;;;;;2.292.756;-662.309;-697.115;;34.806;1.630.447;;;;;;;;;;;;;;1.630.447;1.630.447;;;;;;;;;;7,15623;;;;;7,15623;;;;2010;14443;SABESP
valores;1.839.320;;;;;;;;;;;;;;;;;;;;;;;;;;;;-643.326;-643.326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.195.994;-1.112.310;-62.942;;;;;;;;;;;;;;;;;;;;-1.057.595;-60.940;-2.438;-3.492;-42.405;-528.643;-132.411;0;0;-43.660;-39.162;-47.316;-157.128;;;;;;;;;;;;;;;;312;;;;;;;;;;;;;;;;-6;;;;;;;;;;;;;;;;7.921;;;;;;;;;;;83.684;;;;;;;-43.596;46.639;;;;;;;;;;-90.235;;;;;;;;;;;;40.088;-20.471;-11.955;;-8.516;19.617;;;;;;;;;;;;;;19.617;2.798;16.819;;;;;;;;;;;;;;;;;;2010;14451;CEB
valores;4.890.105;4.890.105;;;;;;;;;;;;;;;;;;;;;;;;;;;-3.353.475;-3.353.475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.536.630;-787.866;-401.820;-401.820;;;;;;;;;;;;;;;;;;;-352.425;-347.235;-5.190;;;;;;;;;;;;;;;;;;;;;;;;;;-34.817;-34.671;-146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.196;1.196;;;;;;;;;;748.764;;;;;;;65.232;287.612;287.612;;;;;;;;;-222.380;-222.380;;;;;;;;;;;813.996;-128.930;-106.789;;-22.141;685.066;;;;;;;;;;;;;;685.066;600.249;84.817;;;;;;;;;;;;;;;;;;2010;14460;CYRELA REALT
valores;595.476;;;;;;;;;;;;;;;;;;;;;;;;;;;;-411.660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;183.816;-101.636;-66.347;;;;;;;;;;;;;;;;;;;;-25.995;-23.782;-2.213;;;;;;;;;;;;;;;;;;;;;;;;;;1.465;;;;;;;;;;;;;;;;-10.759;-9.544;-1.215;;;;;;;;;;;;;;;;;;;;;;;;;82.180;;;;;;;-11.224;33.898;;;;;;;;;;-45.122;;;;;;;;;;;;70.956;-23.286;-19.468;;-3.818;47.670;;;;;;;;;;;;;;47.670;47.670;;;;;;;;;;0,74700;0,74700;;;;0,74700;0,74700;;;2010;14664;SCHULZ
valores;32.091.674;;;;;;;;;;;;;;;;;;;;;;;;;;;;-24.241.476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.850.198;-6.248.904;-4.904.572;;;;;;;;;;;;;;;;;;;;-912.676;;;;;;;;;;;;;;;;;;;;;;;;;;;;89.818;-21.182;114.042;-3.042;;;;;;;;;;;;;-555.973;-440.139;-115.834;;;;;;;;;;;;;;34.499;;;;;;;;;;;1.601.294;;;;;;;-823.001;331.698;;;;;;;;;;-1.154.699;;;;;;;;;;;;778.293;-86.558;-52.052;;-34.506;691.735;;;;;;;;;;;;;;691.735;722.422;-30.687;;;;;;;;;;;;;;;;;;2010;14826;P.ACUCAR-CBD
valores;16.003.352;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6.490.446;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.512.906;-1.914.088;;;;;;;;;;;;;;;;;;;;;-698.901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.203.240;;;;;;;;;;;;;;;;-11.947;;;;;;;;;;;7.598.818;;;;;;;-1.172.486;637.197;;;;;;;;;;-1.809.683;;;;;;;;;;;;6.426.332;-1.408.209;-1.408.209;;;5.018.123;;;-42.532;-42.532;;;;;;;;;;4.975.591;4.907.875;67.716;;;;;;;;;17,72000;17,72000;;;;19,63000;19,63000;;;2010;15091;LITEL
valores;828.302;;;;;;;;;;;;;;;;;;;;;;;;;;;;-756.141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72.161;-58.219;-40.058;;;;;;;;;;;;;;;;;;;;-47.774;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;13.942;;;;;;;-12.870;12.557;;;;;;;;;;-25.427;;;;;;;;;;;;1.072;13.930;-18.906;;32.836;15.002;;;;;;;;;;;;;;15.002;10.192;4.810;;;;;;;;;;;;;;;;;;2010;1520;BARDELLA
valores;2.154.319;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.491.646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;662.673;-298.739;-80.611;;;;;;;;;;;;;;;;;;;;-219.173;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.558;;;;;;;;;;;;;;;;-7.513;;;;;;;;;;;;;;;;0;;;;;;;;;;;363.934;;;;;;;-99.497;134.344;;;;;;;;;;-233.841;;;;;;;;;;;;264.437;-69.789;-110.911;;41.122;194.648;;;;;;;;;;;;;;194.648;194.648;0;;;;;;;;;0,17850;0,17850;;;;;;;;2010;15253;ENERGISA
valores;1.106.013;;;;;;;;;;;;;;;;;;;;;;;;;;;;-580.635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;525.378;-17.384;;;;;;;;;;;;;;;;;;;;;-26.565;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.020;;;;;;;;;;;;;;;;580;580;;;;;;;;;;;;;;;1.581;;;;;;;;;;;507.994;;;;;;;-167.482;76.188;;;;;;;;;;-243.670;;;;;;;;;;;;340.512;582;-31.457;;32.039;341.094;;;;;;;;;;;;;;341.094;341.094;;;;;;;;;;0,48130;0,52940;0,48130;;;0,48130;0,52940;0,48130;;2010;15300;ALL NORTE
valores;970.789;;;;;;;;;;;;;;;;;;;;;;;;;;;;-970.930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-141;-9.776;-74;;;;;;;;;;;;;;;;;;;;-47.052;;;;;;;;;;;;;;;;;;;;;;;;;;;;65.650;;;;;;;;;;;;;;;;-28.300;;;;;;;;;;;;;;;;;;;;;;;;;;;-9.917;;;;;;;-1.748;5.570;;;;;;;;;;-7.318;;;;;;;;;;;;-11.665;;;;;-11.665;;;;;;;;;;;;;;-11.665;-11.665;;;;;;;;;;;;;;;;;;;2010;15369;FER C ATLANT
valores;1.097.430;;;;;;;;;;;;;;;;;;;;;;;;;;;;-930.995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;166.435;-98.186;-43.281;-8.628;-6.617;-1.176;-11.251;-811;-4.494;-3.103;-1.855;-5.346;;;;;;;;;;;-76.078;-29.364;-4.096;-3.729;-5.208;-2.953;-12.234;-5.231;0;-2.524;-374;-804;-238;-76;-2.021;-2.258;-198;-4.770;;;;-2.290;-2.290;;;;;;24.279;2.192;47;0;10.579;11.461;0;;;;;;;;;;-816;0;0;-121;-695;;;;;;;;;;;;0;;;;;;;;;;;68.249;;;;;;;-55.367;9.999;9.627;372;;;;;;;;-65.366;-65.135;-231;;;;;;;;;;12.882;-7.554;-11.529;;3.975;5.328;;;-8.377;-8.377;;;;;;;;;;-3.049;-3.281;232;;;;;;;;;0,02200;0,02200;;;;0,02200;0,02200;;;2010;15458;BATTISTELLA
valores;8.950.036;12.829.696;;;-3.879.660;;;;;;;;;;;;;;;;;;;;;;;;-5.685.363;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.264.673;-886.103;-355.003;;;;;;;;;;;;;;;;;;;;-428.693;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;;;;;;;;;;;;;;;;-102.492;0;-101.927;-565;;;;;;;;;;;;;;;;;;;;;;;;2.378.570;;;;;;;78.033;848.853;;;;;;;;;;-770.820;;;;;;;;;;;;2.456.603;-392.011;-364.550;;-27.461;2.064.592;;;;;;;;;;;;;;2.064.592;1.777.984;286.608;;;;;;;;;0,30000;;;;;;;;;2010;15539;NEOENERGIA
valores;94.812;;;;;;;;;;;;;;;;;;;;;;;;;;;;-42.069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52.743;-45.457;-26.833;;;;;;;;;;;;;;;;;;;;-17.178;-11.847;-4.193;-1.111;-27;;;;;;;;;;;;;;;;;;;;;;;;836;;;;;;;;;;;;;;;;-1.409;;;;;;;;;;;;;;;;-873;;;;;;;;;;;7.286;;;;;;;-535;878;;;;;;;;;;-1.413;;;;;;;;;;;;6.751;-3.034;-3.034;;;3.717;;;;;;;;;;;;;;3.717;2.817;900;;;;;;;;;2,87449;;;;;2,87449;;;;2010;1562;BAUMER
valores;3.720.860;3.906.929;;;24.289;;;98.616;;;;-284.878;;;;-24.096;;;;;;;;;;;;;-2.634.556;-2.535.940;;;;-98.616;;;;;;;;;;;;;;;;;;;;;;;;;1.086.304;-525.307;-242.564;;;;;;;;;;;;;;;;;;;;-236.754;-36.612;-200.142;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;-45.989;-33.816;-12.173;;;;;;;;;;;;;;;;;;;;;;;;;560.997;;;;;;;-82.118;128.085;;;;;;;;;;-210.203;;;;;;;;;;;;478.879;-38.899;-36.858;;-2.041;439.980;;;;;;;;;;;;;;439.980;416.050;23.930;;;;;;;;;;;;;;;;;;2010;16101;GAFISA
valores;22.681.253;;;;;;;;;;;;;;;;;;;;;;;;;;;;-16.951.152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.730.101;-4.245.521;-3.523.073;;;;;;;;;;;;;;;;;;;;-332.882;;;;;;;;;;;;;;;;;;;;;;;;;;;;107.496;;;;;;;;;;;;;;;;-501.397;;;;;;;;;;;;;;;;4.335;;;;;;;;;;;1.484.580;;;;;;;-483.126;880.191;;;;;;;;;;-1.363.317;;;;;;;;;;;;1.001.454;-196.458;-130.551;;-65.907;804.996;;;;;;;;;;;;;;804.996;804.106;890;;;;;;;;;;;;;;;;;;2010;16292;BRF SA
valores;2.349.499;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.713.324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;636.175;-427.329;-234.764;;;;;;;;;;;;;;;;;;;;-192.603;-185.273;-4.252;-3.078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;;;;;;;;;;;;;;;;;;;;;;;;;208.846;;;;;;;55.308;109.226;;;;;;;;;;-53.918;;;;;;;;;;;;264.154;-76.064;-25.295;;-50.769;188.090;;;;;;;;;;;;;;188.090;188.090;;;;;;;;;;0,70710;;;;;0,70160;;;;2010;16306;ROSSI RESID
valores;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.438;;;;;;;;;;;;;;;;;;;;;-1.437;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.438;;;;;;;3.858;4.627;;;;;;;;;;-769;;;;;;;;;;;;2.420;-681;;;;1.739;;;0;0;;;;;;0;;;;1.739;227;1.512;;;;;;;;;;;;;;;;;;2010;16438;SUL 116 PART
valores;3.777;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.756;5.656;-150;;;;;;;;;;;;;;;;;;;;-2.466;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.061;-221;4.282;;;;;;;;;;;;;;4.211;;;;;;;;;;;8.412;;;;;;;1.096;1.492;;;;;;;;;;-396;-46;-350;;;;;;;;;;9.508;-2.709;-1.256;;-1.453;6.799;;;;;;;;;;;;;;6.799;6.799;;;;;;;;;;3,42000;3,76000;;;;;;;;2010;16497;ENCORPAR
valores;66.970;;;;;;;;;;;;;;;;;;;;;;;;;;;;-44.920;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.050;-7.093;-1.888;;;;;;;;;;;;;;;;;;;;-5.020;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;-190;;;;;;;;;;;;;;;;;;;;;;;;;;;14.957;;;;;;;2.402;5.430;;;;;;;;;;-3.028;;;;;;;;;;;;17.359;-2.797;-2.341;;-456;14.562;;;;;;;;;;;;;;14.562;14.562;;;;;;;;;;0,27770;;;;;;;;;2010;16624;UPTICK
valores;554.976;;;;;;;;;;;;;;;;;;;;;;;;;;;;-428.893;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;126.083;-93.896;-48.768;;;;;;;;;;;;;;;;;;;;-38.786;-6.139;-32.647;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;-6.354;;;;;;;;;;;;;;;;12;;;;;;;;;;;32.187;;;;;;;-51.102;15.426;;;;;;;;;;-66.528;;;;;;;;;;;;-18.915;-441;;;;-19.356;;;;;;;;;;;;;;-19.356;-19.356;;;;;;;;;;-252,47000;;;;;;;;;2010;16632;GPC PART
valores;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;196.108;;;;;;;;;;;;;;;;;;;;;-1.826.215;-1.588.376;-237.839;;;;;;;;;;;;;;;;;;;;;;;;;;8.909.918;8.018.108;-76.538;168.671;273.972;520.215;5.490;;;;;;;;;;-6.887.595;-473.199;-137.375;-4.661.649;-6.503;29.372;466.085;-1.550.080;-34.759;-519.487;;;;;;;;;;;;;;;;;;196.108;;;;;;;709.743;994.707;;;;;;;;;;-284.964;;;;;;;;;;;;905.851;-282.488;-386.408;;103.920;623.363;;;;;;;;;;;;;;623.363;623.091;272;;;;;;;;;1,90246;;;;;1,90246;;;;2010;16659;PORTO SEGURO
valores;30.141;38.248;;;-8.107;;;;;;;;;;;;;;;;;;;;;;;;-20.184;-20.184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.957;229.787;-3.672;-3.672;;;;;;;;;;;;;;;;;;;-15.671;-14.190;-981;-500;;;;;;;;;;;;;;;;;;;;;;;;;249.130;7.334;241.796;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;239.744;;;;;;;23.399;23.610;23.610;;;;;;;;;-211;-211;;;;;;;;;;;263.143;-89.282;-91.108;;1.826;173.861;;;;;;;;;;;;;;173.861;173.825;36;;;;;;;;;382,24512;;;;;;;;;2010;1694;BIC MONARK
valores;142.781;;;;;;;;;;;;;;;;;;;;;;;;;;;;-192.156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-49.375;-35.461;;;;;;;;;;;;;;;;;;;;;-35.951;-826;-35.125;;;;;;;;;;;;;;;;;;;;;;;;;;490;490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-84.836;;;;;;;116.696;118.975;38.530;80.445;;;;;;;;-2.279;-2.279;;;;;;;;;;;31.860;-17.886;-4.888;;-12.998;13.974;;;;;;;;;;;;;;13.974;13.974;;;;;;;;;;0,08765;0,07969;;;;;;;;2010;16993;EMAE
valores;4.100.381;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.888.072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.212.309;-62.157;-14.363;;;;;;;;;;;;;;;;;;;;-159.935;;;;;;;;;;;;;;;;;;;;;;;;;;;;112.322;66.519;45.803;0;0;;;;;;;;;;;;-181;0;-181;;;;;;;;;;;;;;;;;;;;;;;;;2.150.152;;;;;;;-428.842;130.627;;;;;;;;;;-559.469;;;;;;;;;;;;1.721.310;-509.661;-532.184;;22.523;1.211.649;;;;;;;;;;;;;;1.211.649;1.211.649;;;;;;;;;;1,85624;;;;;1,85624;;;;2010;17329;ENGIE BRASIL
valores;2.753.531;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.537.171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.216.360;-194.498;-14.085;;;;;;;;;;;;;;;;;;;;-165.961;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.655;;;;;;;;;;;;;;;;-33.067;0;-33.535;468;;;;;;;;;;;;;1.960;;;;;;;;;;;1.021.862;;;;;;;-813.251;218.735;;;;;;;;;;-1.031.986;;;;;;;;;;;;208.611;37.250;-45.150;;82.400;245.861;;;-5.982;;;;;;;-5.982;;;;239.879;245.861;-5.982;;;;;;;;;0,35440;;;;;0,34770;;;;2010;17450;RUMO S.A
valores;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-387.682;;;;;;;;;;;;;;;;;;;;;-387.682;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;-387.682;;;;;;;-22.159;7.114;;;;;;;;;;-29.273;;;;;;;;;;;;-409.841;;;;;-409.841;;;;;;;;;;;;;;-409.841;-401.795;-8.046;;;;;;;;;;;;;;;;;;2010;17493;CAPITALPART
valores;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-251.949;;;;;;;;;;;;;;;;;;;;;-251.949;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;-251.949;;;;;;;-10.194;5.105;;;;;;;;;;-15.299;;;;;;;;;;;;-262.143;;;;;-262.143;;;;;;;;;;;;;;-262.143;-254.097;-8.046;;;;;;;;;;;;;;;;;;2010;17558;SELECTPART
valores;14.457.450;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7.305.767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.151.683;-5.951.549;-4.494.608;;;;;;;;;;;;;;;;;;;;-1.008.694;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.409;;;;;;;;;;;;;;;;-479.656;-302.517;-177.139;;;;;;;;;;;;;;;;;;;;;;;;;1.200.134;;;;;;;-245.457;698.519;;;;;;;;;;-943.976;;;;;;;;;;;;954.677;1.257.038;-190.652;;1.447.690;2.211.715;;;;;;;;;;;;;;2.211.715;2.211.715;;;;;;;;;;;;;;;;;;;2010;17639;TIM PART SA
valores;15.756.144;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8.792.898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.963.246;-3.416.519;-2.550.741;;;;;;;;;;;;;;;;;;;;-1.087.043;;;;;;;;;;;;;;;;;;;;;;;;;;;;881.184;;;;;;;;;;;;;;;;-662.808;;;;;;;;;;;;;;;;2.889;;;;;;;;;;;3.546.727;;;;;;;-120.738;344.354;;;;;;;;;;-465.092;;;;;;;;;;;;3.425.989;-1.027.153;-1.027.153;;;2.398.836;;;;;;;;;;;;;;2.398.836;2.398.836;;;;;;;;;;;;;;;;;;;2010;17671;TELEF BRASIL
valores;865.533;;;;;;;;;;;;;;;;;;;;;;;;;;;;-517.782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;347.751;-138.120;-23.283;;;;;;;;;;;;;;;;;;;;-101.379;-16.126;-85.253;;;;;;;;;;;;;;;;;;;;;;;;;;2.321;;;;;;;;;;;;;;;;-15.779;;;;;;;;;;;;;;;;;;;;;;;;;;;209.631;;;;;;;-3.157;123.803;;;;;;;;;;-126.960;;;;;;;;;;;;206.474;-95.245;-62.668;;-32.577;111.229;;;;;;;;;;;;;;111.229;112.036;-807;;;;;;;;;0,17084;0,17084;;;;0,16624;0,16624;;;2010;17892;SANTOS BRP
valores;724.975;404.963;;;320.012;;;;;;;;;;;;;0;;;;;;;;;;;-297.781;-60.026;;;;-145.477;;;;-79.119;;;;-13.159;;;;;;0;;;;;;;;;;;427.194;-315.257;-260.007;;;;;;;;;;;;;;;;;;;;-90.788;-82.980;-7.808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.265;31.149;2.116;;;;;;;;;;;;;;2.273;;;;;;;;;;;111.937;;;;;;;1.464;129.310;89.188;40.122;;;;;;;;-127.846;;;;;;;;;;;;113.401;-48.780;-45.227;;-3.553;64.621;;;-24.937;;;;;;;;;;;39.684;46.580;-6.896;;;;;;;;;0,11311;;;;;0,08867;;;;2010;17914;MMX MINER
