;Evento;Aprovação;Início Pagamento;Espécie de Ação;Classe de Ação;Provento por Ação (Reais/Ação);ano;cvm;empresa_descr
7;Reunião do Conselho de Administração;28/06/2010;23/07/2010      ;Preferencial;Preferencial Classe A;0,41445;2010;18376;TRAN PAULIST
8;Reunião do Conselho de Administração;30/09/2010;25/10/2010      ;Ordinária;                     ;0,96345;2010;18376;TRAN PAULIST
9;Reunião do Conselho de Administração;30/09/2010;25/10/2010      ;Preferencial;Preferencial Classe A;0,96345;2010;18376;TRAN PAULIST
10;Reunião do Conselho de Administração;30/09/2010;25/10/2010      ;Ordinária;                     ;0,41968;2010;18376;TRAN PAULIST
11;Reunião do Conselho de Administração;30/09/2010;25/10/2010      ;Preferencial;Preferencial Classe A;0,41968;2010;18376;TRAN PAULIST
12;Reunião do Conselho de Administração;17/12/2010;28/01/2011      ;Ordinária;                     ;0,73815;2010;18376;TRAN PAULIST
13;Reunião do Conselho de Administração;17/12/2010;28/01/2011      ;Preferencial;Preferencial Classe A;0,73815;2010;18376;TRAN PAULIST
14;Reunião do Conselho de Administração;17/12/2010;28/01/2011      ;Ordinária;                     ;0,41511;2010;18376;TRAN PAULIST
15;Reunião do Conselho de Administração;17/12/2010;28/01/2011      ;Preferencial;Preferencial Classe A;0,41511;2010;18376;TRAN PAULIST
0;Reunião do Conselho de Administração;11/08/2010;27/08/2010      ;Ordinária;              ;0,33000;2010;18465;ULTRAPAR
1;Reunião do Conselho de Administração;11/08/2010;27/08/2010      ;Preferencial;              ;0,33000;2010;18465;ULTRAPAR
2;Reunião do Conselho de Administração;23/02/2011;17/03/2011      ;Ordinária;              ;0,47000;2010;18465;ULTRAPAR
3;Reunião do Conselho de Administração;23/02/2011;17/03/2011      ;Preferencial;              ;0,47000;2010;18465;ULTRAPAR
0;Assembléia Geral Ordinária          ;26/04/2010;30/04/2010      ;Ordinária;              ;1,36487;2010;18660;CPFL ENERGIA
1;Reunião do Conselho de Administração;11/08/2010;30/09/2010      ;Ordinária;              ;1,60958;2010;18660;CPFL ENERGIA
2;Reunião do Conselho de Administração;23/03/2011;                ;Ordinária;              ;1,01019;2010;18660;CPFL ENERGIA
0;Reunião do Conselho de Administração;14/04/2011;29/04/2011      ;Ordinária;              ;0,50820;2010;18708;PAR AL BAHIA
1;Reunião do Conselho de Administração;14/04/2011;29/04/2011      ;Preferencial;              ;0,55900;2010;18708;PAR AL BAHIA
0;Reunião do Conselho de Administração;30/04/2010;14/05/2010      ;Ordinária;              ;0,25627;2010;18724;BRADESPAR
1;Reunião do Conselho de Administração;30/04/2010;14/05/2010      ;Preferencial;              ;0,28190;2010;18724;BRADESPAR
2;Reunião do Conselho de Administração;30/04/2010;14/05/2010      ;Ordinária;              ;0,20902;2010;18724;BRADESPAR
3;Reunião do Conselho de Administração;30/04/2010;14/05/2010      ;Preferencial;              ;0,22992;2010;18724;BRADESPAR
4;Reunião do Conselho de Administração;29/10/2010;12/11/2010      ;Ordinária;              ;0,42981;2010;18724;BRADESPAR
5;Reunião do Conselho de Administração;29/10/2010;12/11/2010      ;Preferencial;              ;0,47279;2010;18724;BRADESPAR
6;Reunião do Conselho de Administração;29/10/2010;12/11/2010      ;Ordinária;              ;0,02987;2010;18724;BRADESPAR
7;Reunião do Conselho de Administração;29/10/2010;12/11/2010      ;Preferencial;              ;0,03285;2010;18724;BRADESPAR
0;Assembléia Geral Ordinária e Extraordinária;30/04/2010;29/12/2010      ;Ordinária;              ;0,00589;2010;18775;INVEPAR
1;Assembléia Geral Ordinária e Extraordinária;30/04/2010;29/12/2010      ;Preferencial;              ;0,00589;2010;18775;INVEPAR
0;Assembléia Geral Ordinária          ;08/04/2010;29/04/2010      ;Ordinária;              ;0,00015;2010;18953;CPFL GERACAO
1;Assembléia Geral Ordinária          ;08/04/2010;29/04/2010      ;Preferencial;              ;0,00017;2010;18953;CPFL GERACAO
2;Assembléia Geral Ordinária          ;08/04/2010;29/04/2010      ;Ordinária;              ;0,00056;2010;18953;CPFL GERACAO
3;Assembléia Geral Ordinária          ;08/04/2010;29/04/2010      ;Preferencial;              ;0,00061;2010;18953;CPFL GERACAO
4;Reunião do Conselho de Administração;30/06/2010;30/09/2010      ;Ordinária;              ;0,00015;2010;18953;CPFL GERACAO
5;Reunião do Conselho de Administração;30/06/2010;30/09/2010      ;Preferencial;              ;0,00014;2010;18953;CPFL GERACAO
6;Reunião do Conselho de Administração;11/08/2010;30/09/2010      ;Ordinária;              ;0,00021;2010;18953;CPFL GERACAO
7;Reunião do Conselho de Administração;11/08/2010;30/09/2010      ;Preferencial;              ;0,00023;2010;18953;CPFL GERACAO
8;Reunião do Conselho de Administração;23/03/2011;                ;Ordinária;              ;0,00015;2010;18953;CPFL GERACAO
9;Reunião do Conselho de Administração;23/03/2011;                ;Preferencial;              ;0,00014;2010;18953;CPFL GERACAO
10;Reunião do Conselho de Administração;23/03/2011;                ;Ordinária;              ;0,00089;2010;18953;CPFL GERACAO
11;Reunião do Conselho de Administração;23/03/2011;                ;Preferencial;              ;0,00098;2010;18953;CPFL GERACAO
0;Reunião do Conselho de Administração;06/08/2010;17/09/2010      ;Ordinária;              ;0,35385;2010;18970;AES TIETE E
1;Reunião do Conselho de Administração;06/08/2010;17/09/2010      ;Preferencial;              ;0,35385;2010;18970;AES TIETE E
2;Reunião do Conselho de Administração;06/08/2010;09/12/2010      ;Ordinária;              ;0,33446;2010;18970;AES TIETE E
3;Reunião do Conselho de Administração;06/08/2010;09/12/2010      ;Preferencial;              ;0,33446;2010;18970;AES TIETE E
4;Proposta                            ;25/02/2011;18/05/2011      ;Ordinária;              ;0,51510;2010;18970;AES TIETE E
5;Proposta                            ;25/02/2011;18/05/2011      ;Preferencial;              ;0,51510;2010;18970;AES TIETE E
0;Assembléia Geral Ordinária;30/04/2010;01/12/2010      ;Preferencial;              ;0,08848;2010;19062;AGPART
1;Assembléia Geral Ordinária;30/04/2010;01/12/2010      ;Ordinária;              ;0,08044;2010;19062;AGPART
0;Assembléia Geral Ordinária;28/04/2010;28/06/2010      ;Ordinária;              ;1,50848;2010;19100;LIQ
1;Assembléia Geral Ordinária;28/04/2010;28/06/2010      ;Preferencial;              ;1,50848;2010;19100;LIQ
0;Assembléia Geral Ordinária          ;07/04/2010;12/04/2010      ;Ordinária;              ;0,05745;2010;19330;TRIUNFO PART
1;Reunião do Conselho de Administração;21/09/2010;30/09/2010      ;Ordinária;              ;0,07534;2010;19330;TRIUNFO PART
0;Reunião do Conselho de Administração;12/02/2007;02/08/2010      ;Ordinária;              ;0,01200;2010;19348;ITAUUNIBANCO
1;Reunião do Conselho de Administração;12/02/2007;02/08/2010      ;Preferencial;              ;0,01200;2010;19348;ITAUUNIBANCO
2;Reunião do Conselho de Administração;02/08/2010;20/08/2010      ;Ordinária;              ;0,24650;2010;19348;ITAUUNIBANCO
3;Reunião do Conselho de Administração;02/08/2010;20/08/2010      ;Preferencial;              ;0,24650;2010;19348;ITAUUNIBANCO
4;Reunião do Conselho de Administração;12/02/2007;01/09/2010      ;Ordinária;              ;0,01200;2010;19348;ITAUUNIBANCO
5;Reunião do Conselho de Administração;12/02/2007;01/09/2010      ;Preferencial;              ;0,01200;2010;19348;ITAUUNIBANCO
6;Reunião do Conselho de Administração;12/02/2007;01/10/2010      ;Ordinária;              ;0,01200;2010;19348;ITAUUNIBANCO
7;Reunião do Conselho de Administração;12/02/2007;01/10/2010      ;Preferencial;              ;0,01200;2010;19348;ITAUUNIBANCO
8;Reunião do Conselho de Administração;12/02/2007;01/11/2010      ;Ordinária;              ;0,01200;2010;19348;ITAUUNIBANCO
9;Reunião do Conselho de Administração;12/02/2007;01/11/2010      ;Preferencial;              ;0,01200;2010;19348;ITAUUNIBANCO
10;Reunião do Conselho de Administração;12/02/2007;01/12/2010      ;Ordinária;              ;0,01200;2010;19348;ITAUUNIBANCO
11;Reunião do Conselho de Administração;12/02/2007;01/12/2010      ;Preferencial;              ;0,01200;2010;19348;ITAUUNIBANCO
12;Reunião do Conselho de Administração;12/02/2007;03/01/2011      ;Ordinária;              ;0,01200;2010;19348;ITAUUNIBANCO
13;Reunião do Conselho de Administração;12/02/2007;03/01/2011      ;Preferencial;              ;0,01200;2010;19348;ITAUUNIBANCO
14;Reunião do Conselho de Administração;12/02/2007;01/02/2011      ;Ordinária;              ;0,01200;2010;19348;ITAUUNIBANCO
15;Reunião do Conselho de Administração;12/02/2007;01/02/2011      ;Preferencial;              ;0,01200;2010;19348;ITAUUNIBANCO
16;Reunião do Conselho de Administração;21/02/2011;14/03/2011      ;Ordinária;              ;0,38180;2010;19348;ITAUUNIBANCO
17;Reunião do Conselho de Administração;21/02/2011;14/03/2011      ;Preferencial;              ;0,38180;2010;19348;ITAUUNIBANCO
18;Reunião do Conselho de Administração;10/12/2010;17/03/2011      ;Ordinária;              ;0,21500;2010;19348;ITAUUNIBANCO
19;Reunião do Conselho de Administração;10/12/2010;17/03/2011      ;Preferencial;              ;0,21500;2010;19348;ITAUUNIBANCO
20;Reunião do Conselho de Administração;12/02/2007;01/03/2010      ;Ordinária;              ;0,01200;2010;19348;ITAUUNIBANCO
21;Reunião do Conselho de Administração;12/02/2007;01/03/2010      ;Preferencial;              ;0,01200;2010;19348;ITAUUNIBANCO
22;Reunião do Conselho de Administração;12/02/2007;01/04/2010      ;Ordinária;              ;0,01200;2010;19348;ITAUUNIBANCO
23;Reunião do Conselho de Administração;12/02/2007;01/04/2010      ;Preferencial;              ;0,01200;2010;19348;ITAUUNIBANCO
24;Reunião do Conselho de Administração;12/02/2007;03/05/2010      ;Ordinária;              ;0,01200;2010;19348;ITAUUNIBANCO
25;Reunião do Conselho de Administração;12/02/2007;03/05/2010      ;Preferencial;              ;0,01200;2010;19348;ITAUUNIBANCO
26;Reunião do Conselho de Administração;12/02/2007;01/06/2010      ;Ordinária;              ;0,01200;2010;19348;ITAUUNIBANCO
27;Reunião do Conselho de Administração;12/02/2007;01/06/2010      ;Preferencial;              ;0,01200;2010;19348;ITAUUNIBANCO
28;Reunião do Conselho de Administração;12/02/2007;01/07/2010      ;Ordinária;              ;0,01200;2010;19348;ITAUUNIBANCO
29;Reunião do Conselho de Administração;12/02/2007;01/07/2010      ;Preferencial;              ;0,01200;2010;19348;ITAUUNIBANCO
0;Assembléia Geral Ordinária          ;30/04/2010;01/06/2010      ;Preferencial;              ;0,24150;2010;19437;AGCONCESSOES
1;Assembléia Geral Ordinária          ;30/04/2010;01/06/2010      ;Ordinária;              ;0,21954;2010;19437;AGCONCESSOES
2;Reunião do Conselho de Administração;25/05/2010;01/06/2010      ;Ordinária;              ;0,42880;2010;19437;AGCONCESSOES
3;Reunião do Conselho de Administração;25/05/2010;01/06/2010      ;Preferencial;              ;0,47168;2010;19437;AGCONCESSOES
4;Reunião do Conselho de Administração;03/12/2010;10/12/2010      ;Ordinária;              ;0,71524;2010;19437;AGCONCESSOES
5;Reunião do Conselho de Administração;03/12/2010;10/12/2010      ;Preferencial;              ;0,78677;2010;19437;AGCONCESSOES
0;Reunião do Conselho de Administração;16/03/2010;17/03/2010      ;Ordinária;              ;0,04960;2010;19453;ECORODOVIAS
1;Reunião do Conselho de Administração;16/03/2010;17/03/2010      ;Ordinária;              ;0,06451;2010;19453;ECORODOVIAS
2;Reunião do Conselho de Administração;17/05/2010;18/05/2010      ;Ordinária;              ;0,70749;2010;19453;ECORODOVIAS
3;Reunião do Conselho de Administração;08/12/2010;20/12/2010      ;Ordinária;              ;0,02100;2010;19453;ECORODOVIAS
4;Reunião do Conselho de Administração;08/12/2010;20/12/2010      ;Ordinária;              ;0,01700;2010;19453;ECORODOVIAS
0;Reunião do Conselho de Administração;04/03/2010;06/05/2010      ;Ordinária;              ;1,13334;2010;19615;GRENDENE
1;Reunião do Conselho de Administração;13/05/2010;02/06/2010      ;Ordinária;              ;0,07500;2010;19615;GRENDENE
2;Reunião do Conselho de Administração;12/08/2010;02/09/2010      ;Ordinária;              ;0,04000;2010;19615;GRENDENE
3;Reunião do Conselho de Administração;11/11/2010;08/12/2010      ;Ordinária;              ;0,12000;2010;19615;GRENDENE
0;Reunião do Conselho de Administração;27/12/2010;28/06/2011      ;Ordinária;              ;0,13091;2010;19623;DASA
0;Reunião do Conselho de Administração       ;25/03/2010;21/05/2010      ;Ordinária;              ;0,04522;2010;19739;LOCALIZA
1;Assembléia Geral Ordinária e Extraordinária;29/04/2010;25/06/2010      ;Ordinária;              ;0,03095;2010;19739;LOCALIZA
2;Reunião do Conselho de Administração       ;24/06/2010;20/08/2010      ;Ordinária;              ;0,04845;2010;19739;LOCALIZA
3;Reunião do Conselho de Administração       ;23/09/2010;18/11/2010      ;Ordinária;              ;0,05210;2010;19739;LOCALIZA
4;Reunião do Conselho de Administração       ;25/11/2010;21/01/2011      ;Ordinária;              ;0,05718;2010;19739;LOCALIZA
5;Reunião do Conselho de Administração       ;22/12/2010;18/02/2011      ;Ordinária;              ;0,04323;2010;19739;LOCALIZA
0;Assembléia Geral Ordinária          ;09/04/2010;                ;Ordinária;              ;1,86921;2010;19763;ENERGIAS BR
1;Reunião do Conselho de Administração;22/12/2010;                ;Ordinária;              ;0,66748;2010;19763;ENERGIAS BR
0;Assembléia Geral Ordinária;30/04/2010;30/05/2011      ;Ordinária;              ;0,06878;2010;19909;BR MALLS PAR
1;Assembléia Geral Ordinária;30/04/2011;30/05/2011      ;Ordinária;              ;0,09784;2010;19909;BR MALLS PAR
0;Assembléia Geral Ordinária;25/04/2011;02/05/2011      ;Ordinária;              ;6,29000;2010;19925;BR PROPERT
0;Assembléia Geral Ordinária e Extraordinária;24/03/2010;14/04/2010      ;Ordinária;              ;1,59210;2010;19992;TOTVS
1;Reunião do Conselho de Administração       ;21/12/2010;19/01/2011      ;Ordinária;              ;0,85825;2010;19992;TOTVS
0;Reunião do Conselho de Administração;15/04/2010;30/04/2010      ;Ordinária;              ;0,02990;2010;20028;VALID
1;Reunião do Conselho de Administração;15/04/2010;30/04/2010      ;Ordinária;              ;0,11700;2010;20028;VALID
2;Reunião do Conselho de Administração;21/07/2010;30/07/2010      ;Ordinária;              ;0,14120;2010;20028;VALID
3;Reunião do Conselho de Administração;22/10/2010;29/10/2010      ;Ordinária;              ;0,14118;2010;20028;VALID
0;Assembléia Geral Ordinária          ;19/04/2010;17/06/2010      ;Ordinária;              ;0,07628;2010;20087;EMBRAER
1;Reunião do Conselho de Administração;10/06/2010;22/11/2010      ;Ordinária;              ;0,04773;2010;20087;EMBRAER
2;Reunião do Conselho de Administração;16/09/2010;22/11/2010      ;Ordinária;              ;0,03000;2010;20087;EMBRAER
0;Reunião do Conselho de Administração;10/11/2010;22/12/2010      ;Ordinária;              ;0,18460;2010;20125;ODONTOPREV
1;Reunião do Conselho de Administração;10/11/2010;22/12/2010      ;Ordinária;              ;0,31766;2010;20125;ODONTOPREV
2;Previsto no Estatuto da Empresa     ;          ;                ;Ordinária;              ;0,08518;2010;20125;ODONTOPREV
0;Reunião do Conselho de Administração;08/11/2010;16/11/2010      ;Ordinária;              ;0,40353;2010;20257;TAESA
1;Reunião do Conselho de Administração;08/11/2010;16/11/2010      ;Preferencial;              ;0,40353;2010;20257;TAESA
0;Reunião do Conselho de Administração;16/04/2010;30/06/2010      ;Ordinária;              ;0,02412;2010;20320;CEMIG GT
1;Reunião de Diretoria                ;28/09/2010;30/06/2011      ;Ordinária;              ;0,03081;2010;20320;CEMIG GT
